user_id,created_at,country,device_model,app_platform,app_version,age_group,gender,acquisition_source,notification_enabled,last_sync_date,calibration_complete,is_active
u002538,2023-01-20 00:00:00,USA,PeakPulse 3.0,iOS,4.1.5,35-44,Female,Podcast Sponsor,True,2023-05-06 00:00:00,True,False
u002539,2023-02-04 00:00:00,Canada,PeakPulse 3.0,Android,4.2.0,25-34,Female,Referral,True,2023-06-26 00:00:00,True,True
u002540,2023-01-07 00:00:00,Canada,PeakPulse 3.0,iOS,4.2.0,18-24,Male,Direct Website,False,2023-05-13 00:00:00,True,False
u002541,2023-03-12 00:00:00,Brazil,PeakPulse 3.0,iOS,4.1.9,18-24,Female,Instagram Ad,True,2023-05-20 00:00:00,True,False
u002542,2023-02-02 00:00:00,Brazil,PeakPulse 3.0,iOS,4.1.5,25-34,Male,Direct Website,True,2023-05-25 00:00:00,True,False
u002543,2023-04-27 00:00:00,Japan,PeakPulse 3.0,Android,4.2.0,25-34,Male,Referral,True,2023-06-29 00:00:00,True,True
u002544,2023-03-08 00:00:00,Australia,PeakPulse 3.0,iOS,4.1.5,25-34,Female,Instagram Ad,True,2023-04-09 00:00:00,True,False
u002545,2023-04-09 00:00:00,France,PeakPulse 3.0,Android,4.2.0,25-34,Female,Direct Website,True,2023-06-30 00:00:00,True,True
u002546,2023-02-20 00:00:00,USA,PeakPulse 3.0,Android,4.2.0,25-34,Female,Organic Search,True,2023-06-25 00:00:00,True,True
u002547,2023-04-04 00:00:00,USA,PeakPulse 3.0,iOS,4.1.9,35-44,Female,YouTube Ad,True,2023-06-29 00:00:00,True,True
u002548,2023-03-26 00:00:00,India,PeakPulse 3.0,iOS,4.1.9,35-44,Male,Podcast Sponsor,True,2023-06-29 00:00:00,True,True
u002549,2023-03-02 00:00:00,USA,PeakPulse 3.0,iOS,4.2.1,25-34,Female,Organic Search,True,2023-06-23 00:00:00,True,True
u002550,2023-03-22 00:00:00,USA,PeakPulse 3.0,iOS,4.1.5,35-44,Female,Referral,True,2023-06-27 00:00:00,True,True
u002551,2023-01-24 00:00:00,Canada,PeakPulse 3.0,iOS,4.2.0,25-34,Female,Direct Website,False,2023-06-30 00:00:00,True,True
u002552,2023-01-15 00:00:00,USA,PeakPulse 3.0,Android,4.1.5,25-34,Female,Podcast Sponsor,True,2023-05-12 00:00:00,False,False
u002553,2023-02-25 00:00:00,USA,PeakPulse 3.0,iOS,4.2.1,25-34,Female,YouTube Ad,False,2023-06-28 00:00:00,True,True
u002554,2023-01-15 00:00:00,USA,PeakPulse 3.0,iOS,4.1.9,35-44,Non-binary,Instagram Ad,False,2023-06-21 00:00:00,True,False
u002555,2023-01-29 00:00:00,Canada,PeakPulse 3.0,iOS,4.1.9,18-24,Male,YouTube Ad,True,2023-06-28 00:00:00,False,True
u002556,2023-02-03 00:00:00,USA,PeakPulse 3.0,iOS,4.1.9,35-44,Female,Referral,True,2023-06-25 00:00:00,True,True
u002557,2023-01-16 00:00:00,USA,PeakPulse 3.0,iOS,4.2.1,18-24,Female,Podcast Sponsor,True,2023-06-27 00:00:00,True,True
u002558,2023-02-10 00:00:00,Germany,PeakPulse 3.0,iOS,4.2.0,18-24,Male,Facebook Ad,True,2023-06-24 00:00:00,True,True
u002559,2023-01-26 00:00:00,India,PeakPulse 3.0,iOS,4.1.9,35-44,Male,Referral,True,2023-05-18 00:00:00,True,False
u002560,2023-01-19 00:00:00,India,PeakPulse 3.0,iOS,4.1.5,45-54,Male,Podcast Sponsor,False,2023-06-30 00:00:00,True,True
u002561,2023-03-07 00:00:00,India,PeakPulse 3.0,iOS,4.1.9,45-54,Male,Direct Website,True,2023-05-09 00:00:00,True,False
u002562,2023-02-07 00:00:00,India,PeakPulse 3.0,iOS,4.1.5,18-24,Non-binary,Instagram Ad,False,2023-06-25 00:00:00,True,True
u002563,2023-01-22 00:00:00,Brazil,PeakPulse 3.0,iOS,4.2.0,45-54,Female,Instagram Ad,True,2023-06-24 00:00:00,True,True
u002564,2023-05-05 00:00:00,Japan,PeakPulse 3.0,iOS,4.1.9,55-64,Male,Direct Website,True,2023-06-13 00:00:00,True,False
u002565,2023-04-06 00:00:00,UK,PeakPulse 3.0,iOS,4.1.5,25-34,Male,Direct Website,True,2023-05-26 00:00:00,True,False
u002566,2023-02-15 00:00:00,Australia,PeakPulse 3.0,iOS,4.1.5,25-34,Male,YouTube Ad,True,2023-05-04 00:00:00,True,False
u002567,2023-01-28 00:00:00,Japan,PeakPulse 3.0,iOS,4.1.9,35-44,Female,Facebook Ad,True,2023-06-07 00:00:00,True,False
u002568,2023-02-14 00:00:00,USA,PeakPulse 3.0,iOS,4.1.5,45-54,Male,Organic Search,True,2023-06-24 00:00:00,True,True
u002569,2023-03-05 00:00:00,USA,PeakPulse 3.0,iOS,4.2.0,25-34,Male,Organic Search,True,2023-05-01 00:00:00,True,False
u002570,2023-03-10 00:00:00,Canada,PeakPulse 3.0,Android,4.1.5,35-44,Male,Podcast Sponsor,True,2023-06-25 00:00:00,True,True
u002571,2023-03-22 00:00:00,UK,PeakPulse 3.0,iOS,4.1.5,25-34,Male,Podcast Sponsor,True,2023-06-27 00:00:00,True,True
u002572,2023-04-26 00:00:00,USA,PeakPulse 3.0,iOS,4.2.0,25-34,Female,YouTube Ad,True,2023-05-11 00:00:00,True,False
u002573,2023-02-06 00:00:00,USA,PeakPulse 3.0,Android,4.1.9,25-34,Male,Facebook Ad,False,2023-06-27 00:00:00,True,True
u002574,2023-02-20 00:00:00,USA,PeakPulse 3.0,iOS,4.1.9,25-34,Female,Referral,True,2023-06-23 00:00:00,True,False
u002575,2023-01-28 00:00:00,USA,PeakPulse 3.0,Android,4.1.5,35-44,Non-binary,YouTube Ad,True,2023-06-28 00:00:00,True,True
u002576,2023-02-17 00:00:00,UK,PeakPulse 3.0,iOS,4.1.9,25-34,Female,YouTube Ad,True,2023-04-09 00:00:00,True,False
u002577,2023-02-10 00:00:00,Japan,PeakPulse 3.0,iOS,4.1.5,55-64,Male,YouTube Ad,False,2023-04-03 00:00:00,True,False
u002578,2023-02-19 00:00:00,Australia,PeakPulse 3.0,iOS,4.2.0,35-44,Male,Organic Search,False,2023-06-23 00:00:00,True,True
u002579,2023-04-13 00:00:00,USA,PeakPulse 3.0,iOS,4.1.5,45-54,Male,YouTube Ad,True,2023-06-29 00:00:00,True,True
u002580,2023-03-13 00:00:00,USA,PeakPulse 3.0,iOS,4.2.1,45-54,Female,Organic Search,True,2023-06-24 00:00:00,True,True
u002581,2023-03-01 00:00:00,USA,PeakPulse 3.0,iOS,4.2.1,45-54,Female,YouTube Ad,False,2023-06-30 00:00:00,True,True
u002582,2023-01-23 00:00:00,USA,PeakPulse 3.0,Android,4.1.5,55-64,Male,YouTube Ad,True,2023-05-23 00:00:00,True,False
u002583,2023-04-05 00:00:00,USA,PeakPulse 3.0,iOS,4.2.0,45-54,Male,YouTube Ad,True,2023-06-26 00:00:00,True,True
u002584,2023-02-01 00:00:00,USA,PeakPulse 3.0,iOS,4.1.9,45-54,Female,Direct Website,True,2023-06-29 00:00:00,True,True
u002585,2023-03-30 00:00:00,Canada,PeakPulse 3.0,iOS,4.1.9,18-24,Male,Instagram Ad,True,2023-06-24 00:00:00,True,True
u002586,2023-01-15 00:00:00,USA,PeakPulse 3.0,iOS,4.1.5,35-44,Female,Organic Search,True,2023-06-26 00:00:00,True,True
u002587,2023-05-01 00:00:00,USA,PeakPulse 3.0,Android,4.2.0,55-64,Female,Referral,True,2023-06-28 00:00:00,False,True
u002588,2023-02-28 00:00:00,USA,PeakPulse 3.0,iOS,4.2.0,25-34,Female,YouTube Ad,True,2023-06-30 00:00:00,True,True
u002589,2023-03-17 00:00:00,USA,PeakPulse 3.0,Android,4.2.0,18-24,Male,Direct Website,True,2023-05-29 00:00:00,True,False
u002590,2023-03-05 00:00:00,India,PeakPulse 3.0,Android,4.2.1,45-54,Male,Organic Search,True,2023-06-30 00:00:00,True,True
u002591,2023-03-29 00:00:00,USA,PeakPulse 3.0,iOS,4.1.5,18-24,Male,Referral,True,2023-06-25 00:00:00,True,True
u002592,2023-03-18 00:00:00,USA,PeakPulse 3.0,iOS,4.1.5,35-44,Female,Organic Search,True,2023-06-26 00:00:00,True,True
u002593,2023-03-12 00:00:00,USA,PeakPulse 3.0,Android,4.2.1,25-34,Male,Instagram Ad,True,2023-06-29 00:00:00,True,True
u002594,2023-02-06 00:00:00,Canada,PeakPulse 3.0,iOS,4.2.0,55-64,Male,Referral,True,2023-06-27 00:00:00,True,True
u002595,2023-03-05 00:00:00,Canada,PeakPulse 3.0,iOS,4.2.0,35-44,Female,Organic Search,True,2023-06-27 00:00:00,True,True
u002596,2023-01-14 00:00:00,USA,PeakPulse 3.0,iOS,4.1.5,35-44,Female,Organic Search,False,2023-05-06 00:00:00,True,False
u002597,2023-02-23 00:00:00,USA,PeakPulse 3.0,iOS,4.1.5,45-54,Male,Referral,True,2023-06-14 00:00:00,True,False
u002598,2023-02-11 00:00:00,USA,PeakPulse 3.0,Android,4.2.1,55-64,Male,Referral,True,2023-05-31 00:00:00,True,False
u002599,2023-02-18 00:00:00,USA,PeakPulse 3.0,iOS,4.2.0,55-64,Male,Referral,True,2023-04-21 00:00:00,True,False
u002600,2023-01-03 00:00:00,India,PeakPulse 3.0,iOS,4.2.0,65+,Male,Facebook Ad,True,2023-06-23 00:00:00,True,True
u002601,2023-03-09 00:00:00,USA,PeakPulse 3.0,iOS,4.1.5,45-54,Male,Podcast Sponsor,True,2023-06-27 00:00:00,False,True
u002602,2023-01-15 00:00:00,USA,PeakPulse 3.0,Android,4.1.9,25-34,Male,Direct Website,True,2023-06-24 00:00:00,True,True
u002603,2023-02-15 00:00:00,USA,PeakPulse 3.0,iOS,4.1.9,35-44,Female,Podcast Sponsor,False,2023-06-24 00:00:00,True,True
u002604,2023-02-19 00:00:00,Germany,PeakPulse 3.0,iOS,4.2.0,45-54,Female,Direct Website,False,2023-06-30 00:00:00,True,True
u002605,2023-02-16 00:00:00,UK,PeakPulse 3.0,Android,4.2.0,18-24,Male,Podcast Sponsor,True,2023-05-01 00:00:00,True,False
u002606,2023-05-30 00:00:00,India,PeakPulse 3.0,iOS,4.1.9,25-34,Male,Instagram Ad,True,2023-06-10 00:00:00,True,False
u002607,2023-04-06 00:00:00,Japan,PeakPulse 3.0,Android,4.1.5,25-34,Male,Facebook Ad,False,2023-06-28 00:00:00,True,True
u002608,2023-01-17 00:00:00,USA,PeakPulse 3.0,iOS,4.1.5,18-24,Male,Instagram Ad,False,2023-06-28 00:00:00,True,True
u002609,2023-02-05 00:00:00,USA,PeakPulse 3.0,Android,4.2.0,55-64,Male,YouTube Ad,True,2023-06-25 00:00:00,True,True
u002610,2023-01-17 00:00:00,France,PeakPulse 3.0,iOS,4.2.1,25-34,Male,Referral,True,2023-05-25 00:00:00,True,False
u002611,2023-03-22 00:00:00,USA,PeakPulse 3.0,iOS,4.2.1,35-44,Male,Direct Website,False,2023-05-14 00:00:00,True,False
u002612,2023-01-22 00:00:00,Canada,PeakPulse 3.0,iOS,4.1.5,25-34,Male,Organic Search,True,2023-06-24 00:00:00,True,True
u002613,2023-02-15 00:00:00,Japan,PeakPulse 3.0,Android,4.1.9,18-24,Male,Organic Search,True,2023-06-28 00:00:00,False,True
u002614,2023-01-29 00:00:00,France,PeakPulse 3.0,iOS,4.1.9,25-34,Male,Podcast Sponsor,True,2023-05-12 00:00:00,True,False
u002615,2023-01-27 00:00:00,Brazil,PeakPulse 3.0,iOS,4.1.9,25-34,Female,Referral,True,2023-04-01 00:00:00,True,False
u002616,2023-02-03 00:00:00,USA,PeakPulse 3.0,Android,4.1.5,55-64,Male,Organic Search,False,2023-06-28 00:00:00,True,True
u002617,2023-03-06 00:00:00,USA,PeakPulse 3.0,Android,4.2.0,35-44,Male,Referral,True,2023-06-30 00:00:00,True,True
u002618,2023-02-17 00:00:00,France,PeakPulse 3.0,Android,4.2.1,25-34,Male,Podcast Sponsor,True,2023-04-05 00:00:00,True,False
u002619,2023-02-12 00:00:00,Brazil,PeakPulse 3.0,iOS,4.1.5,18-24,Female,Direct Website,True,2023-06-30 00:00:00,True,True
u002620,2023-02-07 00:00:00,Canada,PeakPulse 3.0,iOS,4.1.5,45-54,Female,Referral,True,2023-06-30 00:00:00,True,True
u002621,2023-02-09 00:00:00,USA,PeakPulse 3.0,iOS,4.2.1,25-34,Female,Instagram Ad,True,2023-06-30 00:00:00,True,True
u002622,2023-01-23 00:00:00,Canada,PeakPulse 3.0,iOS,4.1.5,35-44,Female,Organic Search,True,2023-06-30 00:00:00,True,True
u002623,2023-02-09 00:00:00,Germany,PeakPulse 3.0,iOS,4.2.0,55-64,Female,Podcast Sponsor,True,2023-06-24 00:00:00,True,True
u002624,2023-01-15 00:00:00,Germany,PeakPulse 3.0,iOS,4.2.1,25-34,Female,Referral,False,2023-04-14 00:00:00,True,False
u002625,2023-03-26 00:00:00,USA,PeakPulse 3.0,iOS,4.2.1,25-34,Female,Direct Website,True,2023-06-28 00:00:00,True,True
u002626,2023-01-25 00:00:00,Germany,PeakPulse 3.0,iOS,4.2.0,25-34,Female,Facebook Ad,True,2023-05-13 00:00:00,True,False
u002627,2023-03-11 00:00:00,USA,PeakPulse 3.0,iOS,4.1.9,25-34,Non-binary,Organic Search,True,2023-06-27 00:00:00,False,True
u002628,2023-03-01 00:00:00,Germany,PeakPulse 3.0,Android,4.2.0,45-54,Male,Instagram Ad,True,2023-05-04 00:00:00,True,False
u002629,2023-01-25 00:00:00,France,PeakPulse 3.0,Android,4.2.1,25-34,Male,Facebook Ad,True,2023-06-28 00:00:00,True,True
u002630,2023-03-03 00:00:00,USA,PeakPulse 3.0,iOS,4.2.1,35-44,Female,Facebook Ad,True,2023-06-27 00:00:00,True,True
u002631,2023-04-08 00:00:00,USA,PeakPulse 3.0,iOS,4.2.1,25-34,Female,Referral,True,2023-06-29 00:00:00,True,True
u002632,2023-04-15 00:00:00,India,PeakPulse 3.0,iOS,4.2.1,35-44,Male,Direct Website,True,2023-06-06 00:00:00,True,False
u002633,2023-04-03 00:00:00,USA,PeakPulse 3.0,Android,4.2.0,45-54,Male,Facebook Ad,True,2023-06-28 00:00:00,False,True
u002634,2023-01-31 00:00:00,USA,PeakPulse 3.0,iOS,4.2.0,25-34,Male,YouTube Ad,True,2023-05-03 00:00:00,True,False
u002635,2023-04-12 00:00:00,France,PeakPulse 3.0,Android,4.2.0,45-54,Male,YouTube Ad,True,2023-06-19 00:00:00,True,False
u002636,2023-03-05 00:00:00,France,PeakPulse 3.0,iOS,4.2.1,35-44,Male,Organic Search,False,2023-05-09 00:00:00,True,False
u002637,2023-03-26 00:00:00,USA,PeakPulse 3.0,Android,4.2.0,35-44,Female,Instagram Ad,True,2023-06-27 00:00:00,True,True
u002638,2023-04-27 00:00:00,France,PeakPulse 3.0,iOS,4.2.0,25-34,Male,YouTube Ad,False,2023-06-24 00:00:00,True,True
u002639,2023-03-15 00:00:00,USA,PeakPulse 3.0,iOS,4.1.9,35-44,Female,Organic Search,False,2023-06-26 00:00:00,True,True
u002640,2023-03-05 00:00:00,USA,PeakPulse 3.0,iOS,4.2.1,55-64,Female,Direct Website,True,2023-06-13 00:00:00,True,False
u002641,2023-02-17 00:00:00,Canada,PeakPulse 3.0,iOS,4.1.9,35-44,Male,Organic Search,True,2023-06-26 00:00:00,True,True
u002642,2023-03-07 00:00:00,USA,PeakPulse 3.0,Android,4.1.9,25-34,Female,Instagram Ad,True,2023-06-29 00:00:00,True,True
u002643,2023-02-18 00:00:00,Japan,PeakPulse 3.0,iOS,4.1.5,25-34,Female,Instagram Ad,True,2023-06-23 00:00:00,True,True
u002644,2023-02-10 00:00:00,USA,PeakPulse 3.0,iOS,4.2.1,25-34,Male,Direct Website,True,2023-06-30 00:00:00,True,True
u002645,2023-02-07 00:00:00,Brazil,PeakPulse 3.0,iOS,4.2.0,25-34,Male,YouTube Ad,False,2023-06-23 00:00:00,True,True
u002646,2023-02-28 00:00:00,Australia,PeakPulse 3.0,iOS,4.1.5,35-44,Male,Instagram Ad,False,2023-06-23 00:00:00,True,True
u002647,2023-01-28 00:00:00,France,PeakPulse 3.0,iOS,4.1.9,35-44,Female,Direct Website,True,2023-04-02 00:00:00,True,False
u002648,2023-02-12 00:00:00,USA,PeakPulse 3.0,Android,4.2.1,25-34,Female,Facebook Ad,True,2023-06-27 00:00:00,True,True
u002649,2023-03-20 00:00:00,USA,PeakPulse 3.0,iOS,4.2.0,25-34,Male,Instagram Ad,False,2023-06-27 00:00:00,True,True
u002650,2023-02-09 00:00:00,USA,PeakPulse 3.0,iOS,4.2.0,25-34,Female,YouTube Ad,True,2023-06-23 00:00:00,True,True
u002651,2023-01-31 00:00:00,Canada,PeakPulse 3.0,Android,4.2.0,25-34,Female,Podcast Sponsor,True,2023-06-25 00:00:00,True,True
u002652,2023-02-07 00:00:00,Canada,PeakPulse 3.0,iOS,4.2.1,25-34,Female,Organic Search,True,2023-06-26 00:00:00,False,True
u002653,2023-02-03 00:00:00,Canada,PeakPulse 3.0,iOS,4.2.1,25-34,Non-binary,YouTube Ad,True,2023-06-23 00:00:00,True,True
u002654,2023-04-06 00:00:00,France,PeakPulse 3.0,iOS,4.2.1,35-44,Female,Instagram Ad,True,2023-04-22 00:00:00,True,False
u002655,2023-02-17 00:00:00,USA,PeakPulse 3.0,iOS,4.2.0,25-34,Male,YouTube Ad,True,2023-06-23 00:00:00,True,True
u002656,2023-01-16 00:00:00,USA,PeakPulse 3.0,Android,4.2.0,25-34,Male,Direct Website,False,2023-06-29 00:00:00,True,True
u002657,2023-02-11 00:00:00,UK,PeakPulse 3.0,Android,4.2.0,45-54,Female,Facebook Ad,True,2023-06-25 00:00:00,True,True
u002658,2023-02-22 00:00:00,USA,PeakPulse 3.0,iOS,4.1.5,18-24,Male,Organic Search,False,2023-04-21 00:00:00,True,False
u002659,2023-03-11 00:00:00,USA,PeakPulse 3.0,Android,4.1.9,55-64,Male,Instagram Ad,True,2023-06-26 00:00:00,True,True
u002660,2023-02-06 00:00:00,USA,PeakPulse 3.0,iOS,4.2.1,18-24,Male,Referral,False,2023-05-31 00:00:00,True,False
u002661,2023-03-24 00:00:00,USA,PeakPulse 3.0,iOS,4.1.5,35-44,Male,Direct Website,True,2023-06-23 00:00:00,True,True
u002662,2023-03-27 00:00:00,USA,PeakPulse 3.0,iOS,4.2.0,35-44,Female,Referral,True,2023-06-29 00:00:00,True,True
u002663,2023-04-23 00:00:00,USA,PeakPulse 3.0,Android,4.1.5,25-34,Female,Facebook Ad,False,2023-05-10 00:00:00,True,False
u002664,2023-02-28 00:00:00,France,PeakPulse 3.0,Android,4.2.0,35-44,Male,Facebook Ad,False,2023-06-23 00:00:00,True,True
u002665,2023-02-12 00:00:00,Brazil,PeakPulse 3.0,Android,4.1.5,25-34,Male,Referral,True,2023-04-30 00:00:00,True,False
u002666,2023-02-26 00:00:00,Germany,PeakPulse 3.0,Android,4.1.9,45-54,Female,Facebook Ad,True,2023-04-15 00:00:00,True,False
u002667,2023-01-24 00:00:00,USA,PeakPulse 3.0,iOS,4.2.0,55-64,Male,Podcast Sponsor,False,2023-04-19 00:00:00,True,False
u002668,2023-02-13 00:00:00,Brazil,PeakPulse 3.0,Android,4.2.0,25-34,Male,Organic Search,False,2023-05-06 00:00:00,True,False
u002669,2023-03-23 00:00:00,USA,PeakPulse 3.0,iOS,4.2.0,25-34,Female,Instagram Ad,False,2023-06-06 00:00:00,True,False
u002670,2023-04-06 00:00:00,Germany,PeakPulse 3.0,Android,4.2.0,35-44,Female,Organic Search,True,2023-06-30 00:00:00,True,True
u002671,2023-01-10 00:00:00,Japan,PeakPulse 3.0,Android,4.2.0,25-34,Female,Instagram Ad,False,2023-04-02 00:00:00,True,False
u002672,2023-01-29 00:00:00,Japan,PeakPulse 3.0,Android,4.1.9,25-34,Male,YouTube Ad,True,2023-06-19 00:00:00,True,False
u002673,2023-02-05 00:00:00,USA,PeakPulse 3.0,iOS,4.2.0,18-24,Male,Referral,True,2023-06-27 00:00:00,True,True
u002674,2023-03-05 00:00:00,Canada,PeakPulse 3.0,iOS,4.1.9,25-34,Male,Podcast Sponsor,True,2023-06-25 00:00:00,False,True
u002675,2023-01-22 00:00:00,USA,PeakPulse 3.0,Android,4.1.5,18-24,Female,Facebook Ad,True,2023-05-06 00:00:00,True,False
u002676,2023-01-18 00:00:00,Germany,PeakPulse 3.0,Android,4.1.5,25-34,Female,Podcast Sponsor,True,2023-05-03 00:00:00,True,False
u002677,2023-02-27 00:00:00,UK,PeakPulse 3.0,iOS,4.2.1,18-24,Male,Instagram Ad,True,2023-06-25 00:00:00,True,True
u002678,2023-02-11 00:00:00,USA,PeakPulse 3.0,Android,4.1.5,55-64,Male,Facebook Ad,True,2023-06-25 00:00:00,True,True
u002679,2023-01-31 00:00:00,India,PeakPulse 3.0,iOS,4.1.9,25-34,Female,Organic Search,True,2023-06-25 00:00:00,True,True
u002680,2023-01-26 00:00:00,USA,PeakPulse 3.0,iOS,4.2.0,35-44,Male,Facebook Ad,True,2023-06-23 00:00:00,True,True
u002681,2023-01-29 00:00:00,UK,PeakPulse 3.0,iOS,4.2.1,25-34,Male,Direct Website,True,2023-06-28 00:00:00,True,True
u002682,2023-01-14 00:00:00,France,PeakPulse 3.0,iOS,4.2.1,25-34,Female,Instagram Ad,True,2023-06-25 00:00:00,True,True
u002683,2023-02-10 00:00:00,Japan,PeakPulse 3.0,iOS,4.1.5,45-54,Male,YouTube Ad,False,2023-05-29 00:00:00,True,False
u002684,2023-01-29 00:00:00,Canada,PeakPulse 3.0,Android,4.2.1,18-24,Male,Podcast Sponsor,True,2023-06-27 00:00:00,True,True
u002685,2023-03-18 00:00:00,USA,PeakPulse 3.0,iOS,4.2.1,25-34,Female,Referral,True,2023-05-07 00:00:00,True,False
u002686,2023-01-30 00:00:00,France,PeakPulse 3.0,Android,4.2.0,25-34,Male,Podcast Sponsor,True,2023-06-30 00:00:00,True,True
u002687,2023-01-18 00:00:00,USA,PeakPulse 3.0,Android,4.1.9,18-24,Female,Organic Search,True,2023-04-24 00:00:00,True,False
u002688,2023-04-01 00:00:00,Australia,PeakPulse 3.0,Android,4.1.9,35-44,Male,YouTube Ad,False,2023-06-24 00:00:00,True,True
u002689,2023-01-29 00:00:00,Canada,PeakPulse 3.0,Android,4.1.9,25-34,Female,Podcast Sponsor,False,2023-05-19 00:00:00,True,False
u002690,2023-01-29 00:00:00,UK,PeakPulse 3.0,iOS,4.2.0,25-34,Female,Direct Website,True,2023-04-23 00:00:00,True,False
u002691,2023-02-05 00:00:00,USA,PeakPulse 3.0,Android,4.1.5,45-54,Male,Direct Website,True,2023-04-30 00:00:00,True,False
u002692,2023-03-07 00:00:00,UK,PeakPulse 3.0,iOS,4.1.5,25-34,Male,Facebook Ad,True,2023-06-24 00:00:00,True,True
u002693,2023-01-27 00:00:00,USA,PeakPulse 3.0,Android,4.2.0,35-44,Female,Instagram Ad,True,2023-05-30 00:00:00,True,False
u002694,2023-01-12 00:00:00,Canada,PeakPulse 3.0,iOS,4.2.0,25-34,Female,YouTube Ad,True,2023-06-06 00:00:00,True,False
u002695,2023-03-16 00:00:00,USA,PeakPulse 3.0,iOS,4.1.9,55-64,Female,Referral,True,2023-06-28 00:00:00,True,True
u002696,2023-03-13 00:00:00,USA,PeakPulse 3.0,iOS,4.2.1,18-24,Female,Instagram Ad,True,2023-06-26 00:00:00,True,True
u002697,2023-01-13 00:00:00,Australia,PeakPulse 3.0,Android,4.1.9,35-44,Male,Instagram Ad,False,2023-06-25 00:00:00,True,True
u002698,2023-02-14 00:00:00,UK,PeakPulse 3.0,iOS,4.2.1,25-34,Female,Organic Search,True,2023-06-25 00:00:00,True,True
u002699,2023-02-09 00:00:00,USA,PeakPulse 3.0,iOS,4.2.0,65+,Female,Instagram Ad,True,2023-05-28 00:00:00,True,False
u002700,2023-02-21 00:00:00,India,PeakPulse 3.0,iOS,4.2.1,25-34,Male,Organic Search,True,2023-06-26 00:00:00,True,True
u002701,2023-01-25 00:00:00,Germany,PeakPulse 3.0,Android,4.2.1,25-34,Female,Organic Search,True,2023-06-24 00:00:00,True,True
u002702,2023-02-18 00:00:00,Japan,PeakPulse 3.0,iOS,4.2.0,55-64,Female,Facebook Ad,True,2023-06-06 00:00:00,True,False
u002703,2023-03-04 00:00:00,France,PeakPulse 3.0,iOS,4.2.1,25-34,Male,Facebook Ad,True,2023-06-28 00:00:00,True,True
u002704,2023-03-13 00:00:00,USA,PeakPulse 3.0,Android,4.2.0,18-24,Male,YouTube Ad,True,2023-06-24 00:00:00,True,True
u002705,2023-05-01 00:00:00,USA,PeakPulse 3.0,iOS,4.1.5,35-44,Male,YouTube Ad,True,2023-06-28 00:00:00,True,True
u002706,2023-01-10 00:00:00,USA,PeakPulse 3.0,Android,4.2.0,18-24,Female,Referral,True,2023-06-24 00:00:00,True,True
u002707,2023-04-12 00:00:00,France,PeakPulse 3.0,Android,4.2.0,18-24,Male,Facebook Ad,True,2023-06-30 00:00:00,True,True
u002708,2023-02-27 00:00:00,USA,PeakPulse 3.0,Android,4.2.0,35-44,Female,Organic Search,True,2023-05-15 00:00:00,True,False
u002709,2023-01-09 00:00:00,Germany,PeakPulse 3.0,Android,4.1.5,35-44,Male,Podcast Sponsor,True,2023-06-28 00:00:00,True,True
u002710,2023-02-04 00:00:00,France,PeakPulse 3.0,Android,4.1.5,25-34,Female,Instagram Ad,True,2023-06-24 00:00:00,True,True
u002711,2023-04-02 00:00:00,USA,PeakPulse 3.0,iOS,4.2.0,18-24,Female,Podcast Sponsor,True,2023-06-25 00:00:00,True,True
u002712,2023-02-03 00:00:00,USA,PeakPulse 3.0,Android,4.1.9,45-54,Female,YouTube Ad,True,2023-06-23 00:00:00,True,False
u002713,2023-01-26 00:00:00,Brazil,PeakPulse 3.0,iOS,4.1.5,25-34,Female,Referral,True,2023-06-23 00:00:00,True,True
u002714,2023-02-06 00:00:00,USA,PeakPulse 3.0,Android,4.2.1,35-44,Female,Facebook Ad,True,2023-06-24 00:00:00,True,True
u002715,2023-01-11 00:00:00,Japan,PeakPulse 3.0,Android,4.2.0,25-34,Male,Podcast Sponsor,True,2023-06-29 00:00:00,True,True
u002716,2023-03-13 00:00:00,Germany,PeakPulse 3.0,Android,4.1.9,25-34,Male,Instagram Ad,False,2023-06-25 00:00:00,True,True
u002717,2023-02-07 00:00:00,USA,PeakPulse 3.0,iOS,4.2.1,45-54,Female,Facebook Ad,False,2023-06-28 00:00:00,True,True
u002718,2023-02-16 00:00:00,Germany,PeakPulse 3.0,Android,4.2.0,45-54,Female,Direct Website,True,2023-04-27 00:00:00,True,False
u002719,2023-03-04 00:00:00,Japan,PeakPulse 3.0,Android,4.1.5,25-34,Male,Referral,True,2023-06-30 00:00:00,True,True
u002720,2023-01-30 00:00:00,Australia,PeakPulse 3.0,Android,4.1.9,45-54,Male,Organic Search,True,2023-06-23 00:00:00,True,True
u002721,2023-02-07 00:00:00,France,PeakPulse 3.0,iOS,4.2.0,45-54,Male,Facebook Ad,True,2023-06-27 00:00:00,True,True
u002722,2023-04-12 00:00:00,USA,PeakPulse 3.0,iOS,4.1.5,18-24,Male,Referral,True,2023-05-05 00:00:00,True,False
u002723,2023-01-17 00:00:00,USA,PeakPulse 3.0,Android,4.2.0,25-34,Female,YouTube Ad,True,2023-05-09 00:00:00,True,False
u002724,2023-02-05 00:00:00,Australia,PeakPulse 3.0,Android,4.1.5,25-34,Non-binary,Podcast Sponsor,True,2023-04-17 00:00:00,True,False
u002725,2023-05-21 00:00:00,USA,PeakPulse 3.0,iOS,4.2.0,25-34,Male,Referral,True,2023-06-28 00:00:00,True,True
